Annual_Income,Total_EMI_per_month,Interest_Rate,Num_Credit_Inquiries,Payment_of_Min_Amount,Num_Credit_Card,Num_Bank_Accounts,Credit_History_Age,Num_of_Delayed_Payment,Num_of_Loan,Credit_Mix,Age,Output
177696.92,74.73259030211977,9,3.0,0,5,5,306.0,7.0,1,0,19,2
70413.48,354.647164925606,27,12.0,1,10,7,111.0,24.0,8,0,45,0
19540.67,69.28558143978887,26,9.0,2,9,8,123.0,20.0,6,0,17,0
134270.12,282.5548889373636,11,8.0,2,7,8,221.13820819139417,20.0,3,1,40,1
20675.475,21.99594319256204,11,3.0,0,1,3,258.0,7.0,2,0,49,1
82823.92,118.06483203177945,18,7.0,2,5,4,155.0,8.0,2,0,24,0
107864.34,380.02995221925727,20,6.0,2,5,4,79.0,9.0,7,0,21,1
71843.52,0.0,10,8.0,1,6,7,154.0,11.0,0,0,22,1
10172.08,44.08367948503548,19,8.0,2,8,7,221.13820819139417,16.0,6,0,19,0
14266.53,6.047543103511933,11,0.0,0,4,3,221.13820819139417,14.0,1,0,44,1
44934.45,167.80224037777438,19,8.0,2,10,9,22.0,19.0,8,0,27,1
29964.04,258.7692837165706,12,4.0,1,494,6,402.0,14.0,3,1,51,2
41319.07,475.6558916488229,11,9.0,0,4,4,309.0,14.0,1,0,30,2
83457.76,386.7777430383226,6,7.0,2,6,5,78.0,14.0,7,1,29,1
40181.48,101.47378999305867,13,8.0,2,4,5,216.0,9.0,4,1,16,1
9697.29,28.77453606166113,9,9.0,2,3,4,102.0,10.0,4,1,45,1
9828.82,33.725365775123194,25,8.0,1,9,9,39.0,15.0,8,0,36,0
14628.59,36.52054188590812,31,10.0,2,5,6,148.0,21.0,5,0,17,1
46340.67,111.96092753108172,13,11.0,2,7,8,143.0,17.0,5,0,15,1
14390.16,18.294211826964965,26,13.0,2,10,9,190.0,16.0,2,0,35,0
33479.22,0.0,12,2.0,0,4,5,368.0,2.0,0,0,19,1
43240.45,40.92237373868408,11,3.0,0,571,1,354.0,1.0,2,0,19,2
49211.16,257.0593770395491,15,12.0,2,5,4,105.0,14.0,7,1,40,0
28337.76,19.82782401166161,1,3.0,0,5,0,354.0,7.0,1,0,25,2
9427.945,48.0947119375295,28,8.0,2,6,6,96.0,25.0,7,0,15,1
68392.18,108.40185015454662,12,3.0,1,5,0,328.0,5.0,3,0,38,2
59986.0,40.24370595825175,1,6.0,0,2,2,247.0,3.0,1,0,20,2
125141.22,281.8616825859369,4,6.0,1,3,1502,351.0,0.0,4,0,28,2
85084.8,69.20172970112885,12,1.0,2,3,4,249.0,8.0,1,1,31,1
125873.84,183.0815422144062,12,4.0,0,6,0,315.0,6.0,2,0,53,1
10355.675,25.70280854241388,16,12.0,1,8,7,221.13820819139417,23.0,5,0,20,0
37570.83,0.0,7,0.0,0,2,2,336.0,11.0,0,0,35,2
82065.16,180.34060665960084,3,1.0,0,5,5,279.0,9.0,3,0,46,2
49937.4,455.86731448974336,7,4.0,2,3,3,197.0,8.0,2,1,52,2
16266.91,65153.0,28,9.0,2,9,9,198.0,13.0,2,0,21,1
32382.37,38.773568179465656,5,4.0,0,7,1467,352.0,14.0,2,1,25,1
54832.83,121.352400682963,24,10.0,1,9,6,245.0,16.0,3,1,15,0
22195.605,0.0,4,2.0,0,4,0,221.0,10.0,0,0,40,2
49187.06999999999,198.6083323566276,25,7.0,2,6,6,211.0,13.0,6,1,36,1
37823.27,59.03918239724726,12,8.0,1,5,3,293.0,12.0,2,0,28,2
61533.36,251.5226784698373,9,6.0,2,3,8,221.13820819139417,16.0,5,1,17,1
44871.86,375.7232519042369,7,4.0,0,3,3,244.0,7.0,2,0,35,2
71980.26,198.4913808903692,13,0.0,0,3,4,203.0,20.0,4,1,42,1
27292.5,85.04387658822392,8,4.0,2,6,5,74.0,19.0,4,1,45,1
28108.17,57.18198798878319,18,7.0,1,4,3,175.0,12.0,4,1,33,1
17243.24,82.44795825725815,20,8.0,2,10,8,35.0,22.0,7,0,33,1
15597.31,45.8044399783401,9,6.0,2,5,8,65.0,22.0,5,1,37,2
14070.22,40.16573685652548,24,8.0,2,9,9,160.0,15.0,6,0,22,0
41290.29,85.6443720777102,8,7.0,0,5,4,244.0,2.0,4,0,31,2
74961.78,70.89350395761144,11,0.0,1,3,1,221.13820819139417,11.0,2,0,41,2
17180.82,21.83553825524304,17,4.0,2,4,4,226.0,14.0,3,1,29,1
19344.27,12.23465090770387,8,2.0,0,3,5,331.0,13.0,1,0,44,1
20403.52,13.89072633942496,12,4.0,0,7,1,382.0,5.0,1,0,18,2
11550.325,10.2908852773625,15,0.0,0,7,5,208.0,19.0,2,1,33,1
101748.16,155.11502636519032,5,12.0,2,7,6,193.0,19.0,3,1,31,2
8170.725,17.28840448083471,20,11.0,1,5,7,75.0,21.0,4,0,35,0
17918.66,21.22002266474417,20,10.0,2,5,6,107.0,14.0,2,1,21,1
37986.18,134.58153359465152,25,8.0,2,6,7,89.0,16.0,8,0,44,0
86971.56,38.44517562219672,4,4.0,0,5,8,247.0,19.0,1,0,21,0
34960.25,0.0,16,1.0,0,7,6,284.0,13.0,0,1,48,2
104075.52,73.11669737642082,7,9.0,2,5,3,246.0,16.0,1,1,29,1
73300.88,110.50943680719416,8,2.0,0,7,7,368.0,19.0,2,1,24,1
16451.96,71.6118606563475,27,7.0,2,5,8,41.0,19.0,6,0,40,0
17553.22,21.07132939836552,22,6.0,1,5,9,221.13820819139417,16.0,2,0,36,0
53698.44,143.31668636274762,29,12.0,2,5,7,158.0,23.0,5,0,41,1
9807.79,65.11735345202348,16,6.0,1,9,10,188.0,24.0,9,0,22,1
33446.44,133.35590483492365,24,13.0,2,6,6,115.0,19.0,6,0,31,0
36573.8,171.7135810600868,31,9.0,2,9,9,159.0,20.0,8,0,36,1
66357.14,47.08813642232575,8,2.0,0,4,8,235.0,13.0,1,0,30,1
20196.67,66.81100360999389,17,11.0,2,9,9,68.0,14.0,7,0,24,0
17004.68,55.064722142367366,21,12.0,2,8,6,221.13820819139417,13.0,7,0,42,1
15685.095,0.0,7,5.0,0,7,3,399.0,18.0,0,1,45,2
36471.78,87.0526891829667,9,8.0,2,4,4,296.0,13.0,4,1,14,1
25701.69,60.28924915719054,11,3.0,0,7,3,283.0,14.0,3,1,33,1
18463.93,46.97536142391149,20,6.0,2,6,4,110.0,17.0,4,1,39,2
118644.36000000002,53.02788627996196,9,6.0,0,2,1,380.0,1.0,1,0,44,1
42359.24,0.0,11,4.0,0,5,7,302.0,14.0,0,1,53,1
30393.47,13.590245544287178,8,7.0,2,7,3,164.0,13.0,1,1,15,1
9335.19,41.49926737000092,26,7.0,2,10,7,159.0,19.0,6,1,30,0
99469.74,60.01434231550136,13,4.0,2,5,7,316.0,11.0,1,0,27,1
41188.92,133.14757389070834,3,1.0,0,6,2,221.13820819139417,6.0,4,0,18,2
77264.92,318.6724876070307,29,6.0,2,5,7,39.0,25.0,7,0,15,1
155148.36,129.95910901814642,10,2.0,0,5,5,398.0,3.0,2,0,35,2
67092.51,53.47969946748356,17,8.0,0,4,4,356.0,11.0,1,0,20,1
25203.1,39.270247170186096,17,3.0,2,7,5,358.0,9.0,2,1,24,1
74268.2,77.65119482619478,15,6.0,2,5,5,163.0,14.0,2,1,26,1
105565.71,0.0,7,9.0,2,3,7,221.13820819139417,18.0,0,0,29,2
33045.79,27141.0,10,9.0,0,3,4,315.0,9.0,0,0,36,2
41803.08,49.75250980215552,13,0.0,2,3,3,341.0,14.0,2,1,28,1
33749.34,140.70827060372412,21,2270.0,2,9,9,106.0,28.0,7,0,17,0
34625.24,117.75232040019112,10,7.0,2,6,3,215.0,13.0,5,0,39,0
54150.09,211.38722193894927,30,12.0,2,9,8,116.0,14.0,7,0,22,1
103668.45,210.20461307886376,4,5.0,0,3,7,401.0,8.0,3,1,19,1
52243.64,33.631453055367864,11,5.0,2,6,8,262.0,13.0,1,1,14,1
28840.8,19.437808676258506,6,2.0,0,4,3,235.0,6.0,1,0,37,2
105675.6,0.0,18,1.0,0,5,7,384.0,19.0,0,1,46,2
9133.045,30.20103247533153,34,11.0,2,7,6,111.0,19.0,6,0,34,2
23537.54,53.55830613914775,8,6.0,2,4,7,110.0,19.0,3,1,22,1
21265.79,19.35336204716187,5,2.0,2,6,6,253.0,15.0,2,1,43,1
20653.25,67.97467383435101,10,9.0,2,7,3,352.0,9.0,4,0,34,1
27175.69,14.74214813555404,17,7.0,2,3,8,332.0,14.0,1,1,55,1
11958.695,0.0,8,7.0,2,4,3,191.0,18.0,0,1,35,1
17153.69,58051.0,22,14.0,2,8,6,234.0,24.0,3,0,39,0
20742.46,60.06611255618279,8,8.0,2,4,5,195.0,19.0,5,1,39,1
176572.12,135.07073361795287,10,2.0,0,7,3,192.0,9.0,1,0,30,0
13612008.0,219.10421108636945,5,3.0,0,3,4,207.0,9.0,3,0,27,1
127273.88,60.4321533436484,14,6.0,0,4,8,304.0,13.0,1,1,29,1
28276.72,6636.0,10,4.0,0,4,5,359.0,9.0,4,1,55,1
34175.26,37.6375516701501,11,1.0,2,5,4,275.0,14.0,2,1,27,1
31244.71,0.0,8,0.0,0,4,3,196.0,14.0,0,0,37,2
38364.82,74.85037187731447,32,11.0,1,6,9,236.0,22.0,4,0,32,0
62719.36,58.31563822856903,1,5.0,0,7,1,221.13820819139417,3.0,2,0,46,1
39503.02,114.27104665232488,7,8.0,2,4,3,333.0,20.0,4,1,18,1
100100.22,0.0,7,1.0,1,4,5,291.0,9.0,0,0,52,1
131760.3,0.0,6,3.0,0,3,2,206.0,6.0,0,0,45,2
84621.39,0.0,2,4.0,0,4,0,249.0,5.0,0,0,19,2
16808.35,64.87719124671851,11,5.0,2,6,8,240.0,16.0,7,1,44,0
41153.9,42.98560342428336,10,3.0,0,3,5,315.0,7.0,2,0,23,2
15678.385,29.7026536342165,3,4.0,0,4,5,216.0,6.0,3,0,19,2
101230.32,904.3644876040056,6,5.0,2,6,4,352.0,13.0,4,1,39,2
81425.24,375.690945797382,26,7.0,2,5,9,168.0,19.0,7,0,20,0
32470.08,51.98769344528149,19,11.0,2,6,6,209.0,14.0,2,1,37,0
20314.65,75720.0,5,5.0,2,4,8,92.0,16.0,6,1,26,1
13032.705,28.85989008357431,3,0.0,0,6,5,308.0,20.0,4,0,18,1
29409.66,35.00184261101656,6,0.0,1,1,5,383.0,5.0,2,0,34,2
65076.0,216.28942161757053,4,4.0,0,5,3,273.0,12.0,4,0,34,1
78595.6,366.9658732692656,17,9.0,2,7,9,142.0,17.0,6,0,40,0
86914.41,142.531777861564,16,7.0,2,5,8,380.0,9.0,3,1,25,1
16757.525,13.709879580126335,10,3.0,0,6,7,200.0,19.0,1,0,42,1
15599.88,66.73228634614793,21,8.0,2,8,6,106.0,23.0,6,0,45,0
17916.46,63.92302555750949,18,12.0,2,9,9,129.0,17.0,7,0,22,1
15916.47,40.62841199099505,9,6.0,2,6,3,155.0,20.0,4,0,40,0
69895.76,139.74400328077368,16,8.0,2,6,7,178.0,16.0,3,1,42,1
66999.96,34487.0,27,11.0,2,9,10,139.0,24.0,7,0,30,1
19936.4,0.0,6,4.0,0,6,4,386.0,17.0,0,1,29,1
80415.12,269.1210391608288,16,4.0,2,7,6,238.0,14.0,6,1,44,2
40317.5,187.1464087030608,28,10.0,2,6,7,59.0,20.0,8,0,28,0
83418.18,6739.0,6,2.0,0,4,0,363.0,14.0,1,0,39,0
44835.39,96.92470263133217,4,4.0,0,4,3,221.13820819139417,9.0,4,0,51,0
19466.45,66.73656561987181,19,9.0,2,10,8,149.0,24.0,8,0,34,0
10105.995,43.98006780255106,16,8.0,2,8,7,88.0,19.0,7,0,45,0
22269.09,0.0,5,3.0,2,6,7,232.0,20.0,0,1,46,1
19126.65,36.161658295200525,28,9.0,2,8,8,221.13820819139417,18.0,3,0,15,0
142544.36,726.0883564156695,3,1.0,0,4,0,227.0,3.0,0,0,51,2
36603.85,106.36660605038576,7,2.0,2,5,4,335.0,17.0,4,1,49,1
24693.09,46.78463899317254,5,0.0,1,5,4,378.0,14.0,3,1,44,1
67104.12,265.0221602340179,19,6.0,2,9,9,15.0,25.0,5,0,18,1
40246.16,162.52071645816935,18,16.0,2,10,4,136.0,8.0,7,1,24,1
31408.15,30.79188323930164,18,7.0,1,3,5,248.0,19.0,2,0,19,0
24629.46,0.0,15,5.0,0,3,5,221.13820819139417,8.0,0,0,53,1
121966.28,0.0,9,5.0,0,4,2,336.0,8.0,0,0,53,2
20613738.0,245.5260120704542,7,1286.0,0,4,0,344.0,2.0,3,0,56,2
67503.36,36.81702733061365,18,1.0,0,5,7,226.0,17.0,1,1,18,1
20415.41,163.1724841510879,14,6.0,2,4,7,346.0,12.0,3,1,41,0
9983.345,29.24151868964153,15,11.0,2,10,6,111.0,16.0,5,0,39,0
33878.15,0.0,8,2.0,0,2,4,195.0,12.0,0,0,36,2
20002.88,60.964772373422434,29,9.0,2,8,10,75.0,25.0,5,0,29,1
59072.52,219.50699821502985,28,12.0,2,9,8,121.0,17.0,6,0,36,1
134328.90000000002,0.0,8,3.0,0,4,2,220.0,7.0,0,0,55,1
73543.18,0.0,11,5.0,2,3,6,206.0,14.0,0,1,22,1
140390.32,182.16042377680043,4,2.0,0,2,5,369.0,0.0,3,0,50,2
18225.38,71.8255587315648,19,16.0,2,9,8,154.0,21.0,8,0,25,1
53860.98,0.0,15,6.0,2,7,4,192.0,8.0,0,1,44,1
83845.7,107.38113042889329,4,4.0,0,7,5,306.0,8.0,2,0,43,2
34838.94,74.41338889320153,20,7.0,2,9,3,189.0,15.0,5,1,24,0
70851.84,97.02789989416551,11,8.0,2,6,8,395.0,11.0,2,1,23,1
33836.13,21.12913970725474,6,1.0,0,4,3,268.0,11.0,1,0,34,1
39052.47,403.7318074374172,9,1.0,0,4,5,397.0,14.0,2,0,20,1
44423.16,57.4855483739765,20,4.0,0,4,5,328.0,9.0,3,0,27,1
17766.93,9.712735562935295,11,2.0,0,6,5,366.0,0.0,1,0,47,1
10172.08,44.08367948503548,19,8.0,2,8,7,168.0,14.0,6,0,19,0
31816.07,105.4263915909352,18,6.0,2,5,4,221.13820819139417,14.0,4,1,16,1
30635.83,88.41637293544753,13,0.0,0,5,3,331.0,13.0,4,1,51,1
79147.2,452.6894514684216,31,7.0,2,8,7,236.0,25.0,9,0,20,0
33799.36,75.09807764471795,19,5.0,2,3,5,221.13820819139417,13.0,4,0,37,1
32763.68,99.19011378356296,5,8.0,2,7,7,226.0,13.0,4,1,27,2
85486.14,177.17243037944604,13,3.0,2,5,7,317.0,8.0,3,1,29,1
28174.7,42.21147707908634,15,9.0,2,6,7,123.0,14.0,2,0,22,0
35812.34,64.49951866808942,10,0.0,0,7,7,366.0,15.0,4,1,53,1
83718.12,0.0,9,2.0,0,5,4,368.0,15.0,0,0,46,2
40375.78,181.3210588959532,24,10.0,2,9,6,148.0,22.0,9,0,15,0
16293.385,0.0,6,2.0,0,1,2,243.0,0.0,0,0,25,2
107591.79,263.0933660337967,5,2.0,0,4,5,221.13820819139417,7.0,4,0,19,2
119113.71,139.79919680961186,4,0.0,1,7,4,221.13820819139417,3.0,2,0,31,2
35462.52,75.22703204859808,31,12.0,1,9,8,101.0,17.0,4,0,40,0
144396.68,0.0,4,2.0,0,6,5,316.0,1.0,0,0,27,1
91018.76,118.69415709310042,11,4.0,0,7,4,285.0,14.0,2,0,28,0
30771.54,162.40181374530138,18,4.0,2,6,4,106.0,18.0,7,1,34,1
10830.26,13.543918109318929,3,0.0,0,7,8,395.0,11.0,3,1,26,1
57327.3,0.0,17,1.0,0,3,4,187.0,14.0,0,1,25,1
10344.865,14.493806770729725,22,2402.0,1,8,10,128.0,19.0,3,0,32,0
17302.08,67.95958721035365,21,11.0,1,8,7,42.0,16.0,9,0,44,1
48996.08,135.68369198413714,12,1.0,2,7,5,219.0,16.0,4,1,38,1
50050.56,334.60123766413625,22,6.0,2,10,9,98.0,16.0,9,0,33,1
27324.7,0.0,20,6.0,2,7,6,166.0,18.0,0,1,33,1
11183.865,31.61086838321392,5,3.0,0,7,8,300.0,7.0,4,0,20,2
22050.56,13.485884173516649,12,4.0,1,4,5,388.0,13.0,1,1,29,1
21205.72,20.00788610189992,10,1.0,0,5,3,330.0,13.0,2,0,33,2
21450.3,59.40297607392983,7,1.0,0,6,6,350.0,16.0,1463,0,47,1
167787.16,413.5720377590062,10,1.0,0,4,5,194.0,2.0,137,0,25,1
52210.26,24.29659339469912,10,1.0,0,6,1222,385.0,13.0,1,1,18,1
34435.82,27.827486038488328,14,4.0,2,4,6,119.0,13.0,1,1,34,1
100433.58,100.16346588894956,10,3.0,0,5,1,243.0,2.0,2,0,37,1
18525.13,18.40803231052605,34,7.0,2,9,10,130.0,14.0,2,1,27,0
24873.1,39.84069977161735,8,6.0,1,6,3,64.0,17.0,3,1,33,1
72116.25,76.87560725652268,9,8.0,0,7,4,224.0,12.0,2,1,30,1
62616.99000000001,322.5482113807886,20,7.0,2,5,7,36.0,15.0,7,0,37,1
16444.42,31.126628986415163,24,6.0,2,8,7,224.0,21.0,3,1,34,0
14646.28,45.64989384781744,17,9.0,2,3,6,201.0,22.0,6,1,25,0
14311.415,0.0,9,4.0,0,7,2,221.13820819139417,3.0,0,0,55,2
95332.23,799.2936441467724,4,4.0,0,4,2,189.0,0.0,3,0,31,2
29378.06,93.0172931787162,17,6.0,2,6,7,214.0,8.0,4,1,44,1
9735.115,53.89565261827463,16,7.0,1,5,7,14.0,19.0,7,0,44,2
126769.86000000002,79.73353789280046,6,1.0,0,4,5,287.0,5.0,1,0,45,2
15377.55,28.98979809050899,5,8.0,0,4,3,339.0,10.0,3,0,36,2
15301.71,47.544028029259614,20,5.0,2,7,5,216.0,17.0,4,1,39,0
17889.405,57.33850242334994,4,7.0,0,1,1,331.0,5.0,4,0,43,1
14787.01,48.33910161048432,33,11.0,2,7,7,63.0,16.0,5,0,36,2
72050.92,88.94101184193286,4,1.0,1,5,2,325.0,7.0,2,0,27,2
129762.48,0.0,5,0.0,0,2,0,221.13820819139417,5.0,0,0,37,2
16144.57,10705.0,27,12.0,2,6,6,217.0,20.0,5,0,43,0
55604.31,206.85652477112143,21,6.0,2,5,8,78.0,15.0,6,0,44,1
67930.88,379.6037902247704,25,7.0,2,4,5,104.0,11.0,7,1,43,0
86763.16,324.06493905603764,9,8.0,1,5,4,106.0,13.0,6,0,33,1
27377.06,57.316695441147424,15,7.0,2,7,5,225.0,14.0,4,1,40,1
28762.68,0.0,10,1.0,2,6,7,381.0,10.0,0,1,55,1
35108.51,23.947618969761475,2,4.0,0,7,3,281.0,5.0,1,0,23,0
133424.52,0.0,8,2.0,0,5,4,369.0,3.0,0,0,51,2
77020.76,92.21433911238694,10,1.0,0,3,0,382.0,10.0,2,0,50,2
15361.995,51.74325540998792,10,11.0,2,6,8,221.13820819139417,20.0,5,1,32,1
65778.22,172.53053327914932,11,6.0,0,3,5,200.0,15.0,4,0,36,1
27796.42,36.06763128414976,16,7.0,2,5,6,325.0,14.0,2,1,14,1
57219.92,159.295824218156,33,9.0,2,6,8,37.0,23.0,6,0,36,1
97688.4,122.72890352728288,13,1.0,0,7,6,325.0,20.0,2,1,51,1
27635.39,25.50513852305656,12,6.0,2,3,5,339.0,18.0,2,1,35,1
19183.53,69.41294008732692,27,6.0,2,6,4,123.0,7.0,7,0,18,0
31225.44,155.74771152047154,11,6.0,1,5,8,278.0,15.0,1,1,34,1
158623.16,91.03390497961712,10,0.0,0,7,2,358.0,14.0,1,0,24,1
54352.23,395.3413185081057,33,7.0,2,8,10,51.0,14.0,9,0,35,1
7854.735,28.636501448489728,20,15.0,2,8,8,177.0,22.0,7,0,43,0
19010.58,36.428485272688704,17,10.0,2,7,9,71.0,16.0,3,0,38,1
8266.92,55.54806951357907,29,13.0,2,9,9,110.0,14.0,9,0,14,1
88709.79000000002,0.0,11,0.0,0,5,4,221.13820819139417,12.0,0,0,41,2
42355.28,52.21671111994953,12,2.0,0,4,2,386.0,0.0,2,0,38,1
62320.56,171.34555972446432,18,15.0,2,9,9,17.0,15.0,5,0,28,1
29132.58,136.4572256165261,24,7.0,1,10,7,131.0,21.0,6,0,23,0
70291.16,132.19894907527663,13,3.0,0,5,3,275.0,14.0,4,0,51,1
9920.795,42.267431814637646,32,9.0,1,9,10,73.0,20.0,9,0,41,0
20203.625,40604.0,5,4.0,0,5,0,350.0,6.0,0,0,50,1
37577.82,198.0002782721347,24,12.0,2,5,8,77.0,16.0,7,0,29,0
36354.02,124.90783055983404,32,11.0,2,9,9,144.0,16.0,7,1,44,0
122730.72,290.6522614953672,17,8.0,1,5,8,203.0,13.0,4,1,39,1
34081.78,226.7818043148804,30,7.0,2,6,6,90.0,16.0,8,0,45,0
73400.58,0.0,11,1.0,0,7,1,247.0,5.0,0,0,49,1
21051.145,15.495500542574383,8,2.0,0,6,1,204.0,12.0,1,0,53,2
34114.43,80.1021696949135,5,4.0,1,3,4,236.0,13.0,4,0,40,2
71892.94,149.96290579492484,18,7.0,2,7,5,221.13820819139417,8.0,3,0,20,1
142025.56,202.55778388866088,6,2.0,1,3,0,377.0,10.0,2,0,26,1
8057.715,7.049634750496763,32,10.0,2,10,1077,71.0,10.0,2,1,20,1
83669.52,179.52553770894218,17,4.0,2,6,8,198.0,10.0,3,1,42,1
38742.26,40.71626838917785,10,2.0,0,4,4,377.0,0.0,2,0,34,1
18849.1,75.64802874553267,17,9.0,2,8,10,159.0,20.0,8,0,45,1
49023.60000000001,211.70975519526988,28,6.0,2,6,5,174.0,18.0,6,1,17,0
21467.56,0.0,19,5.0,2,5,4,362.0,18.0,0,1,22,1
8501.93,18.29494792177916,32,11.0,2,5,10,72.0,25.0,5,0,27,1
77885.6,310.2510026888887,20,11.0,1,5,10,235.0,17.0,6,0,33,0
15687.44,41.80302280657777,21,8.0,2,4,6,123.0,20.0,4,1,28,0
56274.24000000001,152.83451809811672,26,9.0,2,6,10,130.0,15.0,4,0,36,0
30375.05,0.0,6,0.0,0,5,6,253.0,102.0,0,1,34,1
85471.89,0.0,3,4.0,0,5,4,277.0,10.0,0,0,51,1
18399.84,70.96507297505953,16,11.0,2,9,6,103.0,14.0,6,0,18,0
60082.77,21445.0,15,7.0,2,5,8,82.0,17.0,6,0,39,0
115123.16,166.99180844726837,9,3.0,0,5,0,312.0,1.0,2,0,32,2
179166.48,138.80174817100493,5,3.0,0,5,1,381.0,1.0,1,0,26,2
17181.105,34.00407200274751,17,9.0,2,4,4,225.0,20.0,4,0,27,1
20302.59,62.884172384083605,17,10.0,2,5,6,113.0,25.0,6,0,35,0
18323.175,0.0,4,2.0,0,3,1,231.0,10.0,0,0,27,1
7866.91,23.926064032808227,11,6.0,2,5,3,133.0,14.0,7,1,42,1
10405.01,33.60279492191524,30,9.0,2,7,6,182.0,15.0,5,1,15,1
18084.08,42.92277703984765,29,8.0,2,5,7,221.13820819139417,21.0,3,0,17,0
106271.13,126.93060816600578,13,2.0,0,7,4,252.0,15.0,2,1,43,1
74961.78,70.89350395761144,11,0.0,1,3,1,323.0,9.0,2,0,41,2
27865.26,17.69844332156168,6,5.0,2,3,4,221.13820819139417,18.0,1,1,25,1
33494.36,197.25553305220703,28,9.0,2,9,9,221.13820819139417,23.0,8,0,31,0
88296.18,127.29563026902272,11,3.0,0,1151,4,288.0,9.0,3,0,52,1
175796.6,366.7589325709711,11,0.0,0,7,3,363.0,1.0,3,0,20,0
39242.1,0.0,4,3.0,0,2,4,267.0,8.0,0,0,49,2
85677.29999999999,49.67208144143834,8,2.0,0,5,1,356.0,5.0,1,0,29,1
60462.44,319.7903879031772,26,10.0,2,7,7,89.0,20.0,7,1,29,0
38239.44,20.20344767930195,2,0.0,0,3,0,271.0,11.0,1,0,42,2
16595.94,40.69342045804145,27,6.0,2,5,7,83.0,2317.0,4,0,43,0
34323.26,63.30212610715235,9,3.0,0,4,1,296.0,2.0,3,0,35,2
10105.995,43.98006780255106,16,8.0,2,8,7,89.0,19.0,7,0,45,0
17075.22,57.60755548793222,23,11.0,2,6,7,140.0,18.0,5,0,45,1
94158.69,204.3445223904461,3,4.0,0,4,1,394.0,2.0,4,0,43,1
98330.8,209.7738216597944,13,2.0,2,5,7,280.0,9.0,4,1,38,1
72849.56,230.4748559348489,12,9.0,2,3,3,221.13820819139417,17.0,6,1,36,1
83962.92,416.6088071622655,26,11.0,2,7,6,153.0,17.0,6,0,26,0
7184.235,33.17812636641022,31,8.0,2,8,6,206.0,25.0,7,0,32,0
132662.22,356.14292923434965,5,3.0,0,6,0,213.0,1.0,4,0,27,0
34766.06,78.09310673608609,11,0.0,1,1,0,196.0,4.0,3,0,43,1
41009.96,28.792260710584927,3,2.0,0,3,0,221.13820819139417,6.0,1,0,48,2
3818546.0,33.477996313088234,10,4.0,2,4,5,203.0,18.0,2,1,44,1
9623.005,26.240813349400305,28,11.0,2,9,7,216.0,15.0,5,0,30,0
36029.25,83.18282267269286,12,1.0,0,6,3,378.0,11.0,3,0,33,0
111090.06,149.07965832974702,11,1.0,0,4,0,336.0,4.0,3,0,53,2
73823.84,356.3654784840904,30,6.0,2,6,7,153.0,11.0,6,0,14,0
13672.2,10.26020003642152,13,8.0,2,5,7,399.0,19.0,1,1,30,1
33749.25,41.832060318555534,3,0.0,1,7,5,297.0,16.0,2,0,39,2
18115.21,62.846716397123,18,11.0,2,8,9,233.0,10.0,6,1,26,0
61989.72,264.76285310536144,26,12.0,1,3,4,229.0,18.0,6,1,28,1
28077.18,45592.0,28,14.0,2,8,6,115.0,16.0,4,0,20,1
9987.295,47.263744741439154,23,12.0,2,5,8,42.0,16.0,7,0,37,0
8461.285,34.02785836054286,20,8.0,2,9,9,221.13820819139417,28.0,5,0,38,0
136359.64,1536.7259245333985,2,7.0,0,3,5,381.0,12.0,2,0,19,2
8973.16,20.27801062498116,16,10.0,2,8,6,167.0,14.0,5,0,40,0
38364.56,118.10090284893124,26,9.0,2,10,7,96.0,11.0,4,1,33,0
33137.28,177.40738388988635,26,10.0,2,10,7,96.0,14.0,9,0,31,0
67857.8,116.05577633171237,32,9.0,2,10,8,199.0,19.0,3,1,43,0
16559.985,10.26343838509475,2,3.0,0,4,1,215.0,11.0,1,0,24,0
61262.76,250.596842524502,20,9.0,2,9,6,76.0,25.0,5,0,42,0
37188.1,84.20594942484425,5,3.0,0,4,1,357.0,12.0,3,0,49,2
18425.6,67.23257019006239,32,4.0,2,3,3,133.0,14.0,5,0,17,0
92201.25,48.88074475885754,15,5.0,2,7,3,133.0,13.0,1,1,40,1
15217.1,35.04243178136002,27,12.0,2,5,8,155.0,14.0,3,0,37,0
19204.25,35.14812339828019,13,3.0,0,7,5,355.0,10.0,3,1,48,1
7885.605,30.600628284496374,23,12.0,1,7,8,121.0,22.0,5,0,44,0
126091.71,0.0,6,2.0,0,5,1,227.0,6.0,0,0,46,2
49657.92,187.02513136327823,27,12.0,1,5,8,28.0,20.0,5,0,44,0
43090.57,34.76528018578715,8,4.0,0,4,3,399.0,10.0,1,0,49,0
16756.18,32972.0,22,8.0,2,6,9,189.0,12.0,2,1,38,0
9732.57,33.53646125634907,19,11.0,2,5,9,21.0,15.0,5,0,29,1
18965.08,93.64338765140214,15,12.0,2,7,7,221.13820819139417,19.0,7,0,29,1
8829.965,15.96058605896224,21,8.0,2,9,8,220.0,22.0,3,0,24,0
41550.06,48.562819271343535,24,8.0,2,7,9,103.0,22.0,2,0,45,0
17830.73,100.68335674017396,25,12.0,2,5,8,115.0,16.0,7,0,45,1
32853.06,102.577142204065,33,9.0,2,8,8,138.0,24.0,6,0,32,1
15522.74,71.24551454198863,21,11.0,1,7,8,20.0,22.0,9,0,17,1
43008.33,72.12150056109671,4,2.0,0,4,5,276.0,1.0,3,0,54,0
